Pozycja,Forma podstawowa,Liczba wystąpień,Pierwsza litera etykiety
8598,przepustowość,17,A
8599,ułan,17,A
8600,promotor,17,A
8601,przemycany,17,C
8602,chociażby,17,G
8603,wpuszczony,17,C
8604,rzeźbiarz,17,A
8605,wasi,17,A
8606,skarbnik,17,A
8607,sfałszowanie,17,A
8608,szachista,17,A
8609,pochodnia,17,A
8610,odbiegać,17,B
8611,synek,17,A
8612,likwidowanie,17,A
8613,oddawanie,17,A
8614,najdalej,17,F
8615,socjalizm,17,A
8616,niewygodny,17,C
8617,muzealny,17,C
8618,zagrabiony,17,C
8619,wyspecjalizowany,17,C
8620,legalność,17,A
8621,jednakowy,17,C
8622,powierzony,17,C
8623,konny,17,A
8624,manipulować,17,B
8625,belweder,17,A
8626,samica,17,A
8627,przezwyciężyć,17,B
8628,rażenie,17,A
8629,oczyszczanie,17,A
8630,wierzący,17,A
8631,wyłudzać,17,B
8632,opłacać,17,B
8633,logistyczny,17,C
8634,transmitować,17,B
8635,omijać,17,B
8636,konopie,17,A
8637,ułamek,17,A
8638,unowocześnienie,17,A
8639,kratka,17,A
8640,zainstalowanie,17,A
8641,spójnia,17,A
8642,potraw,17,A
8643,naoczny,17,C
8644,proporcjonalny,17,C
8645,żar,17,A
8646,flotylla,17,A
8647,emocjonalny,17,C
8648,akurat,17,F
8649,wybudowany,17,C
8650,poparty,17,C
8651,mieszczący,17,C
8652,przetrzymujący,17,C
8653,głogowy,17,C
8654,prałat,17,A
8655,inaugurujący,17,C
8656,odsunięty,17,C
8657,polskość,17,A
8658,wylew,17,A
8659,nieludzki,17,C
8660,nieprzerwanie,17,A
8661,dystrybucyjny,17,C
8662,chwilowy,17,C
8663,zakonnica,17,A
8664,gaja,17,A
8665,głupota,17,A
8666,narkoman,17,A
8667,dotrzymanie,17,A
8668,podżeganie,17,A
8669,teolog,17,A
8670,wyczerpanie,17,A
8671,anarchistyczny,17,C
8672,rozpisać,17,B
8673,przykry,17,C
8674,uszczerbek,17,A
8675,przygnieciony,17,C
8676,rtęć,17,A
8677,korzystnie,17,F
8678,najazd,17,A
8679,podkreślenie,17,A
8680,konstruktor,17,A
8681,wulgarny,17,C
8682,zignorować,17,B
8683,podróżna,17,A
8684,obwodowy,17,C
8685,obowiązywanie,17,A
8686,poznawać,17,B
8687,rozczarowany,17,C
8688,dysproporcja,17,A
8689,niesienie,17,A
8690,brawo,17,A
8691,okołoziemski,17,C
8692,monument,17,A
8693,przywódczyni,17,A
8694,broszura,17,A
8695,przywóz,17,A
8696,szkielet,17,A
8697,obelisk,17,A
8698,kontrolujący,17,C
8699,kapsuła,17,A
8700,ortodoks,17,A
8701,nieuleczalnie,17,F
8702,huragan,17,A
8703,gromada,17,A
8704,Tatar,17,A
8705,ogrzewanie,17,A
8706,tomik,17,A
8707,trawler,17,A
8708,kolęda,17,A
8709,wątpliwy,16,C
8710,pokontrolny,16,C
8711,pęczak,16,A
8712,zweryfikowanie,16,A
8713,zweryfikować,16,B
8714,kok,16,A
8715,trójwymiarowy,16,C
8716,radarowy,16,C
8717,chmurzyć,16,B
8718,cyjanek,16,A
8719,łucznictwo,16,A
8720,wykładać,16,B
8721,demoralizacja,16,A
8722,krata,16,A
8723,rozmieszczony,16,C
8724,koncesyjny,16,C
8725,corocznie,16,F
8726,porozmawiać,16,B
8727,bohaterka,16,A
8728,gloria,16,A
8729,krzywdzący,16,C
8730,drapieżnik,16,A
8731,ekosystem,16,A
8732,tygodniowo,16,F
8733,maluch,16,A
8734,pogłębiać,16,B
8735,przedemerytalny,16,C
8736,skreślić,16,B
8737,wszczepić,16,B
8738,kaukaski,16,C
8739,rekordowo,16,F
8740,hindus,16,A
8741,pocztowiec,16,A
8742,otoczyć,16,B
8743,przywitać,16,B
8744,spontaniczny,16,C
8745,wytypować,16,B
8746,saldo,16,A
8747,prosto,16,F
8748,kworum,16,A
8749,dramaturg,16,A
8750,osadnictwo,16,A
8751,pesymistyczny,16,C
8752,mordowanie,16,A
8753,bezalkoholowy,16,C
8754,oddziaływać,16,B
8755,niekoniecznie,16,F
8756,zakonnik,16,A
8757,niezawisły,16,C
8758,płaski,16,C
8759,przeciwstawiać,16,B
8760,rygorystyczny,16,C
8761,biblijny,16,C
8762,wandalizm,16,A
8763,nasilający się,16,C
8764,niewydolność,16,A
8765,sformułowany,16,C
8766,zmodernizowany,16,C
8767,wstrząsnąć,16,B
8768,upolitycznienie,16,A
8769,kontaktowy,16,C
8770,zacieśnienie,16,A
8771,mobilizować,16,B
8772,samopoczucie,16,A
8773,kończyna,16,A
8774,kontaktować,16,B
8775,wisieć,16,B
8776,uważnie,16,F
8777,wywłaszczenie,16,A
8778,ofiarować,16,B
8779,wywoławczy,16,C
8780,aglomeracja,16,A
8781,maltański,16,C
8782,miss,16,A
8783,finalistka,16,A
8784,płetwonurek,16,A
8785,wielotysięczny,16,C
8786,garaż,16,A
8787,hormonalny,16,C
8788,zyskiwać,16,B
8789,narta,16,A
8790,ban,16,A
8791,zachodzić,16,B
8792,przetwarzanie,16,A
8793,malaga,16,A
8794,formowanie,16,A
8795,polana,16,A
8796,spowolnić,16,B
8797,islamista,16,A
8798,emu,16,A
8799,wspaniale,16,F
8800,ekspansja,16,A
8801,pył,16,A
8802,meloman,16,A
8803,rozprowadzanie,16,A
8804,brożyna,16,A
8805,war,16,A
8806,zaniżony,16,C
8807,lecący,16,C
8808,vis,16,A
8809,młynarski,16,C
8810,kardiologia,16,A
8811,florecistka,16,A
8812,przezeń,16,G
8813,wirusowy,16,C
8814,pięciodniowy,16,C
8815,obiecujący,16,C
8816,przestroga,16,A
8817,operować,16,B
8818,babcia,16,A
8819,rabunek,16,A
8820,zgwałcony,16,C
8821,grot,16,A
8822,cegiełka,16,A
8823,wygłaszać,16,B
8824,świętowanie,16,A
8825,kuluary,16,A
8826,najszerszy,16,C
8827,operetka,16,A
8828,wciągnąć,16,B
8829,żeglarstwo,16,A
8830,paramilitarny,16,C
8831,osada,16,A
8832,oddzielić,16,B
8833,wirtuoz,16,A
8834,środowiskowy,16,C
8835,podrobiony,16,C
8836,szerzyć,16,B
8837,powikłanie,16,A
8838,funda,16,A
8839,mauzoleum,16,A
8840,błogosławieństwo,16,A
8841,żądający,16,C
8842,uwierzyć,16,B
8843,podłączony,16,C
8844,należyty,16,C
8845,dwugodzinny,16,C
8846,zakłócać,16,B
8847,unikanie,16,A
8848,pięćdziesiąt,16,D
8849,belgijka,16,A
8850,gniew,16,A
8851,wielogodzinny,16,C
8852,bernardyn,16,A
8853,podopieczna,16,A
8854,apetyt,16,A
8855,zażywanie,16,A
8856,arras,16,A
8857,skorupa,16,A
8858,zaskakujący,16,C
8859,realizowanie,16,A
8860,zwabić,16,B
8861,trzymiesięczny,16,C
8862,organista,16,A
8863,szpada,16,A
8864,gdzieś,16,G
8865,poszukujący,16,C
8866,urodzinowy,16,C
8867,tłumienie,16,A
8868,upamiętnić,16,B
8869,korek,16,A
8870,rdzenny,16,C
8871,wieść,16,B
8872,otwór,16,A
8873,ósemka,16,A
8874,błoto,16,A
8875,samiec,16,A
8876,gama,16,A
8877,modyfikowany,16,C
8878,wyniesiony,16,C
8879,opracowywanie,16,A
8880,wynająć,16,B
8881,skontrolowany,16,C
8882,cieszący,16,C
8883,elastyczność,16,A
8884,ławka,16,A
8885,pijana,16,A
8886,doradzać,16,B
8887,mikroskopijny,16,C
8888,niefortunny,16,C
8889,spadochron,16,A
8890,inaugurować,16,B
8891,molekularny,16,C
8892,bijatyka,16,A
8893,nierówność,16,A
8894,przedłożenie,16,A
8895,motyl,16,A
8896,kord,16,A
8897,dola,16,A
8898,kadłub,16,A
8899,motorowodny,16,C
8900,dobór,16,A
8901,królik,16,A
8902,imienny,16,C
8903,głosujący,16,C
8904,stawienie się,16,A
8905,chuligański,16,C
8906,betonowy,16,C
8907,drzewko,16,A
8908,odpoczywać,16,B
8909,rozmieścić,16,B
8910,ozonowy,16,C
8911,dołączony,16,C
8912,absurdalny,16,C
8913,wywołanie,16,A
8914,fair,16,C
8915,pianistka,16,A
8916,kukurydza,16,A
8917,liturgiczny,16,C
8918,gestapo,16,A
8919,najbliżej,16,F
8920,wiking,16,A
8921,załącznik,16,A
8922,znikomy,16,C
8923,podzielenie,16,A
8924,kłos,16,A
8925,komunikowanie,16,A
8926,wcielić,16,B
8927,dostatecznie,16,F
8928,golf,16,A
8929,piwny,16,C
8930,włączać,16,B
8931,pokazywanie,16,A
8932,dzierżawa,16,A
8933,anomalia,16,A
8934,wędkarz,16,A
8935,melodia,16,A
8936,monarchia,16,A
8937,fabryczny,16,C
8938,poruszający,16,C
8939,otaczać,16,B
8940,nadajnik,16,A
8941,grupujący,16,C
8942,nadleśnictwo,16,A
8943,sfinalizować,16,B
8944,skórzany,16,C
8945,insulina,16,A
8946,wydzielenie,16,A
8947,przeszkodzić,16,B
8948,krążek,16,A
8949,prewencja,16,A
8950,wdzięczny,16,C
8951,księgowa,16,A
8952,przeszukać,16,B
8953,grodzki,16,C
8954,przekraczanie,16,A
8955,zasłaniać,16,B
8956,półtorej,16,D
8957,ogólnonarodowy,16,C
8958,syczeć,16,B
8959,postrzeganie,16,A
8960,wysepka,16,A
8961,dwumiesięczny,16,C
8962,zmodyfikować,16,B
8963,barek,16,A
8964,listonosz,16,A
8965,barometr,16,A
8966,nakazujący,16,C
8967,menopauza,16,A
8968,jubilerski,16,C
8969,poduszka,16,A
8970,otwierający,16,C
8971,najsłabszy,16,C
8972,koperta,16,A
8973,karbownik,16,A
8974,poetka,16,A
8975,zrekompensować,16,B
8976,salwa,16,A
8977,gospodarowanie,16,A
8978,ocalać,16,B
8979,ideologiczny,16,C
8980,totalny,16,C
8981,marketingowy,16,C
8982,pomór,16,A
8983,okupant,16,A
8984,pokusa,16,A
8985,kolporter,16,A
8986,normalność,16,A
8987,czarownica,16,A
8988,wybrani,16,A
8989,uspokajać,16,B
8990,narciarka,16,A
8991,wichura,16,A
8992,elektorski,16,C
8993,podwyższanie,15,A
8994,wypicie,15,A
8995,formalność,15,A
8996,wynajem,15,A
8997,kinowy,15,C
8998,ginąć,15,B
8999,biedniejszy,15,C
9000,ustępujący,15,C
9001,kuzyn,15,A
9002,abolicja,15,A
9003,niesłuszny,15,C
9004,montownia,15,A
9005,poprawny,15,C
9006,kontrkandydat,15,A
9007,onkolog,15,A
9008,podłożyć,15,B
9009,damski,15,C
9010,wkroczenie,15,A
9011,karma,15,A
9012,straszliwy,15,C
9013,opłacalny,15,C
9014,zaoczny,15,A
9015,pora,15,A
9016,złom,15,A
9017,trójkąt,15,A
9018,osobno,15,F
9019,rzemieślnik,15,A
9020,sprawdzanie,15,A
9021,przeszukiwanie,15,A
9022,tworzywo,15,A
9023,dodatni,15,C
9024,architektoniczny,15,C
9025,podważyć,15,B
9026,partnerka,15,A
9027,włożyć,15,B
9028,grożący,15,C
9029,pejzaż,15,A
9030,bestialski,15,C
9031,deblowy,15,C
9032,opisujący,15,C
9033,nadzorujący,15,C
9034,osławiony,15,C
9035,utożsamiać,15,B
9036,bzdura,15,A
9037,finiszować,15,B
9038,zaliczony,15,C
9039,dominikanin,15,A
9040,ingerować,15,B
9041,nierówny,15,C
9042,chadek,15,A
9043,współżycie,15,A
9044,nieczynny,15,C
9045,podarunek,15,A
9046,pogarszający,15,C
9047,prozaik,15,A
9048,wprowadzany,15,C
9049,zakładanie,15,A
9050,popularyzacja,15,A
9051,zaskakiwać,15,B
9052,zważyć,15,B
9053,droższy,15,C
9054,kanonizacyjny,15,C
9055,wspomagający,15,C
9056,miłosna,15,A
9057,stowarzyszeniowy,15,C
9058,krytykowany,15,C
9059,wyrzeczenie,15,A
9060,zniesiony,15,C
9061,odbieranie,15,A
9062,kurta,15,A
9063,rejsowy,15,C
9064,guz,15,A
9065,pionierski,15,C
9066,proton,15,A
9067,sos,15,A
9068,znakomicie,15,F
9069,bąk,15,A
9070,sugerujący,15,C
9071,publicystyka,15,A
9072,odłożony,15,C
9073,przedpołudniowy,15,C
9074,rozpatrzony,15,C
9075,socjologiczny,15,C
9076,zamontować,15,B
9077,doskonalenie,15,A
9078,obydwaj,15,D
9079,odnotowany,15,C
9080,krążący,15,C
9081,niekorzystnie,15,F
9082,porcja,15,A
9083,punktowy,15,C
9084,pompa,15,A
9085,odroczony,15,C
9086,antykwariusz,15,A
9087,przestrzegany,15,C
9088,kultowy,15,C
9089,obejrzenie,15,A
9090,okręg,15,A
9091,blokujący,15,C
9092,eksterminacja,15,A
9093,wypuszczony,15,C
9094,reżyserski,15,C
9095,zawierany,15,C
9096,baletowy,15,C
9097,wspinaczka,15,A
9098,deszczowy,15,C
9099,drukarka,15,A
9100,zetrzeć,15,B
9101,przyciągać,15,B
9102,obciążony,15,C
9103,kora,15,A
9104,prorok,15,A
9105,zbocze,15,A
9106,ochota,15,A
9107,dynamicznie,15,F
9108,ceramika,15,A
9109,gin,15,A
9110,oliwny,15,C
9111,kład,15,A
9112,magnetosfera,15,A
9113,totalitarny,15,C
9114,drugoplanowy,15,C
9115,podróżowanie,15,A
9116,wyginąć,15,B
9117,wykonujący,15,C
9118,instruktor,15,A
9119,łyżwiarz,15,A
9120,uratowany,15,C
9121,kontener,15,A
9122,gar,15,A
9123,wyróżniać,15,B
9124,porównywać,15,B
9125,włókna,15,A
9126,obuwie,15,A
9127,spalenie,15,A
9128,poczęcie,15,A
9129,udanie,15,A
9130,odpis,15,A
9131,pośpiech,15,A
9132,wódz,15,A
9133,odłączyć,15,B
9134,kłaść,15,B
9135,nadający,15,C
9136,przemysłowiec,15,A
9137,kolorado,15,A
9138,laboratoryjny,15,C
9139,nośny,15,C
9140,konwojent,15,A
9141,wolnorynkowy,15,C
9142,współodpowiedzialność,15,A
9143,wzięty,15,C
9144,podążać,15,B
9145,renesansowy,15,C
9146,tort,15,A
9147,zrzec się,15,B
9148,rozpowszechniony,15,C
9149,zdobycz,15,A
9150,spotykany,15,C
9151,niedobrze,15,F
9152,skorzystanie,15,A
9153,antykoncepcja,15,A
9154,władca,15,A
9155,fałszować,15,B
9156,dostosowany,15,C
9157,alianci,15,A
9158,dojrzałość,15,A
9159,śmietana,15,A
9160,pudełko,15,A
9161,czteroosobowy,15,C
9162,nadawany,15,C
9163,ujście,15,A
9164,wydobywanie,15,A
9165,ramia,15,A
9166,kiepski,15,C
9167,niosący,15,C
9168,widziany,15,C
9169,katar,15,A
9170,lustrować,15,B
9171,rozlew,15,A
9172,zabór,15,A
9173,ciasto,15,A
9174,wyłowić,15,B
9175,leśnictwo,15,A
9176,mazurek,15,A
9177,okraść,15,B
9178,budzący,15,C
9179,zmagać się,15,B
9180,wydrukować,15,B
9181,symbolizujący,15,C
9182,raić,15,B
9183,usterka,15,A
9184,szklany,15,C
9185,niechętny,15,C
9186,wydychany,15,C
9187,okradać,15,B
9188,panama,15,A
9189,adresować,15,B
9190,dyskryminować,15,B
9191,zaszczyt,15,A
9192,dopisać,15,B
9193,najpotężniejszy,15,C
9194,szaleć,15,B
9195,przyświecać,15,B
9196,kraina,15,A
9197,oszukany,15,C
9198,horyzont,15,A
9199,bogatszy,15,C
9200,wniebowzięcie,15,A
9201,przystosowanie,15,A
9202,zapewniony,15,C
9203,rozprzestrzeniać,15,B
9204,umysł,15,A
9205,neurologiczny,15,C
9206,prefekt,15,A
9207,łódka,15,A
9208,zażegnanie,15,A
9209,florecista,15,A
9210,krypeć,15,A
9211,negocjowany,15,C
9212,oponent,15,A
9213,toteż,15,G
9214,obrócić,15,B
9215,odcisk,15,A
9216,nakłonić,15,B
9217,rzepak,15,A
9218,sprzedawanie,15,A
9219,czuwanie,15,A
9220,staruszek,15,A
9221,funkcjonujący,15,C
9222,wzmocniony,15,C
9223,komandor,15,A
9224,wędrować,15,B
9225,karmienie,15,A
9226,zasadny,15,C
9227,mleczak,15,A
9228,okupacyjny,15,C
9229,przywiązany,15,C
9230,słoniowy,15,C
9231,przejściowo,15,F
9232,popłynąć,15,B
9233,lubieżny,15,C
9234,faworytka,15,A
9235,ewangelizacja,15,A
9236,prowizja,15,A
9237,paca,15,A
9238,sceptyczny,15,C
9239,miód,15,A
9240,filtr,15,A
9241,wróżyć,15,B
9242,argumentacja,15,A
9243,policzyć,15,B
9244,gruz,15,A
9245,pionier,15,A
9246,zawiązanie,15,A
9247,arogancja,15,A
9248,obsługujący,15,C
9249,gierka,15,A
9250,podtekst,15,A
9251,niezmienny,15,C
9252,cnota,15,A
9253,pływający,15,C
9254,trójskok,15,A
9255,biuletyn,15,A
9256,czytelny,15,C
9257,zaistnieć,15,B
9258,kirkut,15,A
9259,pospieszny,15,A
9260,jedenastka,15,A
9261,zalanie,15,A
9262,postulowany,15,C
9263,ślimak,15,A
9264,akrobacja,15,A
9265,ryga,15,A
9266,konspiracyjny,15,C
9267,zdyskwalifikowany,15,C
9268,wściekły,15,C
9269,aktualizacja,15,A
9270,ułożyć,15,B
9271,galowy,15,C
9272,seryjny,15,C
9273,wysunięty,15,C
9274,rymarz,15,A
9275,tłuszczowy,15,C
9276,zużyty,15,C
9277,futura,15,A
9278,członkini,15,A
9279,komiks,15,A
9280,hematologia,15,A
9281,przesądzony,14,C
9282,górzysty,14,C
9283,zagrzebać,14,B
9284,beatyfikacja,14,A
9285,jawnie,14,F
9286,odczytanie,14,A
9287,przywracać,14,B
9288,sporządzenie,14,A
9289,przesuwać,14,B
9290,posiadłości,14,A
9291,brzezina,14,A
9292,socha,14,A
9293,odtąd,14,G
9294,dezaprobata,14,A
9295,gwiezdny,14,C
9296,koncertować,14,B
9297,rzeczny,14,C
9298,przebadany,14,C
9299,półśredni,14,C
9300,głębszy,14,C
9301,innowacja,14,A
9302,karabinek,14,A
9303,skreślenie,14,A
9304,ostrożny,14,C
9305,macica,14,A
9306,pediatria,14,A
9307,współistnienie,14,A
9308,patent,14,A
9309,bela,14,A
9310,baba,14,A
9311,wodzić,14,B
9312,nieudolny,14,C
9313,przeciwstawienie,14,A
9314,cokolwiek,14,E
9315,monitorować,14,B
9316,krótkotrwały,14,C
9317,ustabilizowanie,14,A
9318,gardło,14,A
9319,wybicie,14,A
9320,bizantyjski,14,C
9321,mnich,14,A
9322,przedni,14,C
9323,manuskrypt,14,A
9324,rzucenie,14,A
9325,szukanie,14,A
9326,skorumpowany,14,C
9327,jednorazowo,14,F
9328,kanadyjka,14,A
9329,obrończyni,14,A
9330,bezprawie,14,A
9331,diagnostyczny,14,C
9332,zmodernizować,14,B
9333,opracowywany,14,C
9334,wyrastać,14,B
9335,gatunkowy,14,C
9336,bezstronność,14,A
9337,narzucić,14,B
9338,ratyfikowanie,14,A
9339,twoja,14,E
9340,nowelizować,14,B
9341,konsultowany,14,C
9342,prowokować,14,B
9343,utajniony,14,C
9344,przebadać,14,B
9345,rozpoznawać,14,B
9346,poślubić,14,B
9347,przerywać,14,B
9348,wypuszczenie,14,A
9349,uregulowany,14,C
9350,malowany,14,C
9351,wyasygnować,14,B
9352,sceptycyzm,14,A
9353,precz,14,G
9354,równo,14,F
9355,geopolityczny,14,C
9356,dysponujący,14,C
9357,olejny,14,C
9358,etnologia,14,A
9359,dokonujący,14,C
9360,rodowód,14,A
9361,plantacja,14,A
9362,wydalić,14,B
9363,nierealistyczny,14,C
9364,lorenc,14,A
9365,parkowy,14,C
9366,zmuszenie,14,A
9367,iskra,14,A
9368,nadkomisarz,14,A
9369,nieraz,14,F
9370,passa,14,A
9371,towarzyszenie,14,A
9372,odkąd,14,G
9373,rwanie,14,A
9374,elektromagnetyczny,14,C
9375,lektura,14,A
9376,rozdysponować,14,B
9377,dłużny,14,C
9378,wyważony,14,C
9379,sądzony,14,C
9380,winiarski,14,C
9381,porachunek,14,A
9382,rentgenowski,14,C
9383,żaglowiec,14,A
9384,sześciodniowy,14,C
9385,cementownia,14,A
9386,pokrewny,14,C
9387,utopić,14,B
9388,kupiony,14,C
9389,nawierzchnia,14,A
9390,adwokacki,14,C
9391,wodór,14,A
9392,wyliczyć,14,B
9393,narzucać,14,B
9394,angażowanie,14,A
9395,użytkowy,14,C
9396,pociągać,14,B
9397,patologiczny,14,C
9398,krwotok,14,A
9399,byle,14,G
9400,nieprawidłowy,14,C
9401,boczny,14,C
9402,pięciokrotny,14,C
9403,obojętność,14,A
9404,zjawić się,14,B
9405,poborowy,14,A
9406,lupa,14,A
9407,zwiedzanie,14,A
9408,rekreacyjny,14,C
9409,mglisto,14,F
9410,oznaczony,14,C
9411,lojalność,14,A
9412,łza,14,A
9413,wieczerza,14,A
9414,egzystencja,14,A
9415,nieodpłatnie,14,F
9416,posuwać,14,B
9417,umieszczanie,14,A
9418,poczynanie,14,A
9419,elektryczność,14,A
9420,poprawienie,14,A
9421,kurpiowski,14,C
9422,schodzić,14,B
9423,kpina,14,A
9424,rażąco,14,F
9425,śliwa,14,A
9426,ocalić,14,B
9427,pieczęć,14,A
9428,zarekwirować,14,B
9429,posłuszeństwo,14,A
9430,upoważniać,14,B
9431,oddychanie,14,A
9432,odczuć,14,B
9433,szatan,14,A
9434,poparzenie,14,A
9435,szturmowy,14,C
9436,motto,14,A
9437,górniczo,14,F
9438,pamięciowy,14,C
9439,szerzej,14,F
9440,wjeżdżać,14,B
9441,nokaut,14,A
9442,płomień,14,A
9443,eksponować,14,B
9444,kompan,14,A
9445,socjaldemokracja,14,A
9446,pałacowy,14,C
9447,atut,14,A
9448,wtórny,14,C
9449,poszerzyć,14,B
9450,półtoraroczny,14,C
9451,sezonowy,14,C
9452,misjonarz,14,A
9453,wydobyty,14,C
9454,pozdrowienie,14,A
9455,dostarczany,14,C
9456,najem,14,A
9457,szczerze,14,F
9458,dokumentować,14,B
9459,linowy,14,C
9460,pokryty,14,C
9461,zbir,14,A
9462,codzienność,14,A
9463,magiczny,14,C
9464,wzbogacenie,14,A
9465,brunatny,14,C
9466,kapłański,14,C
9467,pilotażowy,14,C
9468,faktura,14,A
9469,bielizna,14,A
9470,artyleryjski,14,C
9471,poruszenie,14,A
9472,skorupka,14,A
9473,smutek,14,A
9474,święcić,14,B
9475,asteroida,14,A
9476,nakłaniać,14,B
9477,luźny,14,C
9478,zwrócony,14,C
9479,ukazanie,14,A
9480,sterowanie,14,A
9481,wyliczać,14,B
9482,wieloryb,14,A
9483,milczeć,14,B
9484,śpiwór,14,A
9485,odprawiać,14,B
9486,niesiony,14,C
9487,piekarz,14,A
9488,spłacać,14,B
9489,ślubna,14,A
9490,obrachunkowy,14,C
9491,gimnastyka,14,A
9492,półka,14,A
9493,alkomat,14,A
9494,neuron,14,A
9495,siedzenie,14,A
9496,moralność,14,A
9497,Krzyżak,14,A
9498,przeze,14,G
9499,lesbijka,14,A
9500,cyfra,14,A
9501,konstruowanie,14,A
9502,ustawiać,14,B
9503,prawidłowość,14,A
9504,migrena,14,A
9505,podobizna,14,A
9506,szyba,14,A
9507,mikrobus,14,A
9508,rondo,14,A
9509,odwieziony,14,C
9510,uzyskiwany,14,C
9511,oprawa,14,A
9512,zredukowany,14,C
9513,kilkoro,14,D
9514,ołów,14,A
9515,trwałość,14,A
9516,odstrzał,14,A
9517,sądowniczy,14,C
9518,nagonka,14,A
9519,dbanie,14,A
9520,zaprojektowany,14,C
9521,najkrótszy,14,C
9522,nastroić,14,B
9523,okaz,14,A
9524,sternik,14,A
9525,hektolitr,14,A
9526,gala,14,A
9527,zawirowanie,14,A
9528,tylny,14,C
9529,optymalny,14,C
9530,przelew,14,A
9531,paraliż,14,A
9532,inskrypcja,14,A
9533,leczniczy,14,C
9534,wysypisko,14,A
9535,łuczniczy,14,C
9536,truskawka,14,A
9537,odrobić,14,B
9538,namówić,14,B
9539,żandarmeria,14,A
9540,zapobiegający,14,C
9541,naprawienie,14,A
9542,mąka,14,A
9543,formułować,14,B
9544,uczynienie,14,A
9545,zdemilitaryzowany,14,C
9546,niekompetencja,14,A
9547,zrównanie,14,A
9548,liczniejszy,14,C
9549,tonowy,14,C
9550,rozłożony,14,C
9551,zbulwersować,14,B
9552,handlowo,14,F
9553,zmasakrowany,14,C
9554,targowy,14,C
9555,obróbka,14,A
9556,przechwycić,14,B
9557,kruchy,14,C
9558,skrzydłowy,14,A
9559,realizator,14,A
9560,konwencjonalny,14,C
9561,volley,14,A
9562,łącznik,14,A
9563,przejrzystość,14,A
9564,świetny,14,C
9565,krawędź,14,A
9566,przysłany,14,C
9567,wysiąść,14,B
9568,insynuacja,14,A
9569,strzeżony,14,C
9570,dopatrzyć,14,B
9571,huzar,14,A
9572,plener,14,A
9573,mądry,14,C
9574,mroźny,14,C
9575,preferować,14,B
9576,gabinetowy,14,C
9577,zawijanie,14,A
9578,biatlonowy,14,C
9579,beton,14,A
9580,opłatek,14,A
9581,zwiadowczy,14,C
9582,pierścień,13,A
9583,rozbroić,13,B
9584,elf,13,A
9585,lasek,13,A
9586,bombardować,13,B
9587,odczuwalny,13,C
9588,prekursor,13,A
9589,goły,13,C
9590,wyreżyserować,13,B
9591,spójność,13,A
9592,bobslejowy,13,C
9593,piętnasta,13,A
